,symbol,display_symbol,name,aliases,shortname,last_price_usd,market_cap_rank,volume_rank,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_3Y_percent,price_change_5Y_percent,price_change_ALL_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,growth_all_time,ccu_slug,image_hash,market_cap_usd,categories
43,EOS,EOS,EOS,,eos,3.96,40.0,26.0,-1.06,0.27,-7.7,-20.32,9.39,-6.09,57.61,-27.37,115.2,129.13,48.04,1291030784.0,true,2017-08-07 00:09:36,959222484.0,1632745846,,true,true,1970-01-01 00:00:01.492810000,eos,,3802883105.0,"[2, 22]"
44,HBAR,HBAR,Hedera Hashgraph,,hedera-hashgraph,0.34250205230900904,43.0,79.0,-1.13,1.37,3.95,38.74,93.0,-8.67,999.08,237.16,237.16,103.0,948.76,161211104.0,true,2019-09-17 08:55:00,10288893853.0,1632745846,2018-08-16 23:59:00,true,true,1970-01-01 00:00:01.112030000,hedera-hashgraph,,3523967261.0,[2]
45,NEAR,NEAR,Near Protocol,,near-protocol,7.28,44.0,44.0,-0.9500000000000001,-1.45,-8.43,42.22,284.88,25.31,575.08,575.08,575.08,488.86,510.82,400837888.0,true,2020-10-14 07:00:00,468750655.0,1632745846,,true,true,,near-protocol,,3413729996.0,[]
46,GRT,GRT,The Graph,,the-graph,0.6986557588991561,46.0,93.0,-1.25,2.18,0.53,-23.13,28.96,-59.43,28.22,28.22,28.22,283.42,83.06,239348512.0,true,2020-12-18 10:30:00,4715735200.0,1632745846,2020-10-25 16:00:00,true,true,,the-graph,,3294675555.0,[15]
47,IOT,IOTA,IOTA,,iota,1.169778110815147,45.0,137.0,-1.17,-2.29,-11.61,14.62,51.2,-20.7,378.52,110.49,151.6,85.16,291.18,66192088.0,true,2017-06-13 14:35:00,2779530283.0,1632745726,,true,true,1970-01-01 00:00:00.423986000,iota,,3251433683.0,[]
48,FTM,FTM,Fantom,,fantom,1.220200970995934,47.0,25.0,-2.13,-0.48,6.2,159.13,473.75,194.11,3058.03,5222.34,5222.34,8357.58,7236.64,1065129920.0,true,2018-10-30 00:25:00,2545006273.0,1632745846,2018-06-16 09:00:00,true,true,1970-01-01 00:00:00.778393000,fantom,,3105419126.0,[3]
49,KSM,KSM,Kusama,,kusama,337.61,49.0,81.0,-1.32,3.6,-0.08,15.4,88.66,-35.47,868.8,6025.1,6025.1,5596.68,482.02,207540992.0,true,2019-08-26 13:10:00,8470098.0,1632745846,,true,true,1970-01-01 00:00:09.521740000,kusama,,2859588092.0,[]
50,SHIB,SHIB,SHIBA INU,,shiba-inu,7.129089157316253e-06,48.0,77.0,-0.27,-0.8,0.61,-2.27,-4.89,0.0,0.0,0.0,0.0,0.0,0.0,191776832.0,true,2020-09-30 12:15:00,394796000000000.0,1632745847,,true,true,,shiba-inu,,2814535883.0,[15]
51,NEO,NEO,NEO,,neo,39.03,51.0,62.0,-0.97,0.88,-7.38,-27.73,25.21,-12.33,85.02,117.44,19479.7,21408.8,158.03,292235648.0,true,2016-09-09 03:15:00,70538831.0,1632745846,2016-09-09 23:59:00,true,true,1970-01-01 00:00:35.372900000,neo,,2753469160.0,[24]
52,KLAY,KLAY,Klaytn,,klaytn,1.092895035418212,50.0,176.0,-0.16,0.55,-1.3900000000000001,-35.06,12.49,-72.21,112.03,749.58,749.58,817.62,120.35,50990244.0,true,2019-09-26 14:05:00,2508136865.0,1632745606,2021-07-09 23:59:00,true,true,1970-01-01 00:00:00.000000000,klaytn,,2741130328.0,[]
53,LEO,LEO,UNUS SED LEO,,unus-sed-leo,2.8,52.0,748.0,-0.15,-1.6,-6.15,-5.48,25.19,30.86,127.17,3673.89,3673.89,166.32,106.87,901765.0,true,2019-05-21 18:40:00,953954130.0,1632745846,2019-05-11 23:59:00,true,true,1970-01-01 00:00:00.647928000,unus-sed-leo,,2672988677.0,"[0, 6, 15]"
54,UST,UST,TerraUSD,,terrausd,1.001474094660729,53.0,184.0,0.01,-0.12,-0.16,0.07,0.14,-0.03,6730.69,1833.11,713.65,567.65,10011.12,32177940.0,true,2018-03-24 03:22:40,2658289508.0,1632745786,2018-02-01 23:59:00,true,true,,uservice,,2662208078.0,"[4, 15]"
55,WAVES,WAVES,Waves,,waves,24.0,54.0,82.0,-1.8399999999999999,-0.29,1.69,1.53,76.68,97.21,938.71,989.51,13695.6,1627.38,255.53,129966424.0,true,2016-06-02 21:20:00,106278118.0,1632745847,2016-05-31 00:00:00,true,true,1970-01-01 00:00:05.267110000,waves,,2550398509.0,"[2, 28]"
56,BCHSV,BSV,Bitcoin SV,,bitcoin-sv,128.63,56.0,92.0,-0.56,-1.07,-10.22,-18.84,-1.27,-36.98,-16.43,51.82,51.82,47.15,-22.42,91061560.0,true,2018-11-09 02:40:00,18853758.0,1632745606,,true,true,1970-01-01 00:00:01.703320000,bitcoin-sv,,2425206026.0,[]
57,MKR,MKR,Maker,,maker,2380.72,55.0,47.0,-0.64,-6.48,-3.91,-34.66,15.98,13.56,406.11,437.71,685.3,725.04,315.07,196442480.0,true,2017-08-27 23:15:00,991328.0,1632745846,,true,true,1970-01-01 00:00:02.129870000,maker,,2360076478.0,"[3, 15]"
58,CEL,CEL,Celsius Network,,celsius-network,5.05,57.0,328.0,-0.2,-0.9,-1.23,-10.54,-4.6,4.8100000000000005,536.13,4790.28,4790.28,4852.22,0.59,3749828.0,true,2019-05-17 13:55:00,448913478.0,1632745486,2018-03-23 00:00:00,true,true,1970-01-01 00:00:02.779390000,celsius,,2264994879.0,[15]
59,STETH2,STETH,Lido Staked Ether,,lido-staked-ether,3055.62,59.0,336.0,-0.44,2.33,1.43,-3.45,62.02,83.16,409.66,409.66,409.66,409.74,325.12,15751863.0,true,2020-12-22 07:55:00,698630.0,1632745847,,true,true,,lido-staked-ether,,2134745844.0,[15]
60,PRG,PRG,Paragon,,paragon,0.043381713330745,1562.0,,0.0,0.0,0.0,0.0,0.0,0.0,621181.55,,,,0.0,0.0,true,2017-10-26 00:55:00,22266194.0,1607461807,,true,true,1970-01-01 00:00:00.012420800,paragon,,965946.0,[15]
61,BTT,BTT,BitTorrent,,bittorrent-token,0.003195186120742,58.0,59.0,-0.89,-0.84,-4.86,-22.39,31.78,-16.72,973.84,574.16,574.16,531.04,989.41,338093888.0,true,2019-01-31 10:10:00,659952625000.0,1632745846,2019-01-28 12:00:00,true,true,1970-01-01 00:00:00.749267000,bittorrent,,2108671468.0,[20]
62,COMP,COMP,Compound,,compound,356.75,60.0,74.0,-1.56,1.51,2.36,-14.56,46.17,-7.35,159.96,309.67,309.67,116.97,153.21,264372384.0,true,2020-07-15 13:40:00,5506108.0,1632745846,,true,true,,compound,,1964285308.0,"[3, 14, 15]"
63,CELO,CELO,Celo,,celo,6.3,61.0,56.0,-1.03,-2.66,16.07,87.86,69.73,60.0,178.18,178.18,178.18,127.34,178.18,337758368.0,true,2021-01-05 10:55:00,306819314.0,1632745846,,true,true,,celo,,1933052142.0,[]
64,HNT4,HNT,Helium,,helium-hotspot,18.8,63.0,181.0,1.54,5.76,8.69,-13.67,67.45,81.78,799.69,7662.92,7662.92,6791.06,1318.59,39138640.0,true,2020-05-19 12:25:00,98655276.0,1632745726,,true,true,1970-01-01 00:00:00.000000000,helium-hotspot,,1855192734.0,[]
65,XDC,XDC,XinFin Network,,xinfin-network,0.14196361549757602,71.0,489.0,-1.9300000000000002,14.48,39.6,-4.9,130.92,328.83,2771.3,22979.8,22979.8,26886.9,2324.94,8930204.0,true,2019-04-16 10:15:00,12293293519.0,1632745847,,true,true,1970-01-01 00:00:00.000000000,xfin-token,,1745200394.0,[]
66,HBTC,HBTC,Huobi BTC,,huobi-btc,43551.0,64.0,468.0,-0.33,0.13,-0.08,-8.95,31.61,-23.51,288.54,288.54,288.54,288.54,60.56,11502885.0,true,2020-10-12 09:05:00,39906.0,1632745606,,true,true,,huobi-btc,,1737963621.0,[15]
67,HARMONY,ONE,Harmony,,harmony,0.164081985968677,62.0,89.0,-1.26,-6.18,27.1,58.28,165.26,-15.3,3113.54,637.13,637.13,935.51,3498.02,167396304.0,true,2019-06-01 04:05:00,10568499084.0,1632745846,2019-05-29 08:00:00,true,true,1970-01-01 00:00:00.345329000,harmony,,1734100318.0,[]
68,RUNE,RUNE,THORChain,,thorchain,7.54,67.0,91.0,-1.75,0.73,-1.15,-25.25,31.64,15.49,1882.47,47796.0,47796.0,45265.0,600.32,161076496.0,true,2019-07-23 20:45:00,224410215.0,1632745846,2019-07-20 23:59:00,true,true,1970-01-01 00:00:37.655600000,thorchain,,1691386861.0,"[3, 16]"
69,DASH,DASH,Dash,,dash,161.46,65.0,54.0,-0.67,-1.27,-6.65,-33.82,30.02,-22.85,139.63,-14.12,1302.09,75363.5,54.48,269672096.0,true,2014-02-14 13:50:00,10349532.0,1632745846,,true,true,1970-01-01 00:04:38.314000000,dash,,1671005423.0,"[1, 5]"
70,AMP2,AMP,Amp,,amp,0.045757212757445,66.0,308.0,-0.17,-2.34,6.98,-24.74,-21.72,82.31,522.47,332.47,332.47,272.45,569.4,10843092.0,true,2020-09-15 09:20:00,36271610691.0,1632745666,,true,true,,amp,,1659687807.0,[15]
71,GMT,GMT,Mercury Protocol,,mercury-protocol,9.45,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66868.3,24235.7,25917.6,0.0,0.0,not_trading_anymore,2017-10-26 21:05:00,170309625.0,1625619085,2017-11-24 00:00:00,true,true,,mercury-protocol,,1609425956.0,[15]
72,CHZ,CHZ,Chiliz,,chiliz,0.264557894902093,70.0,85.0,-1.02,0.07,-4.01,-28.13,13.34,-50.24,2325.11,1520.61,1520.61,1248.72,909.96,153682272.0,true,2019-07-01 08:05:00,5911077904.0,1632745846,,true,true,1970-01-01 00:00:00.765283000,chiliz,,1563822327.0,[17]
73,TGC,TGC,Tigercoin,,tigercoin,35.77,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2013-12-21 18:30:00,43536800.0,1575613755,,true,true,,TGC,,1557403032.0,[]
74,BEE,BEE,The Bee Token,,bee-token,0.0029939070809630003,1662.0,,0.0,0.0,0.0,0.0,0.0,0.0,5021202.59,,,,0.0,0.0,true,2018-03-02 08:50:00,236629159.0,1607461807,2018-02-28 00:00:00,true,true,1970-01-01 00:00:00.001500020,bee-token,,708446.0,[15]
75,STX3,STX,Stacks,,stacks,1.23516766676227,68.0,932.0,-0.97,-0.88,1.38,-12.18,88.21,-1.5899999999999999,662.42,396.97,396.97,346.53,214.12,399442.0,true,2019-10-25 08:55:00,1248794262.0,1632745786,2019-09-09 23:59:00,true,true,1970-01-01 00:00:02.601010000,blockstack,,1542470295.0,[]
76,DCR,DCR,Decred,,decred,111.66,69.0,359.0,-2.03,-4.12,-11.5,-35.01,-5.52,-34.91,867.24,202.06,9994.7,11275.0,189.0,9361559.0,true,2016-02-10 20:05:00,13349465.0,1632745786,,true,true,1970-01-01 00:00:08.698150000,decred,,1490621286.0,"[1, 2]"
77,AR,AR,Arweave,,arweave,43.82,73.0,156.0,-1.21,-0.55,3.15,55.68,362.64,56.7,1314.88,8989.56,8989.56,9146.31,1803.66,53116504.0,true,2020-04-23 10:45:00,33394701.0,1632745546,2018-06-06 23:59:00,true,true,1970-01-01 00:00:00.000000000,arweave,,1463289008.0,[]
78,TUSD,TUSD,TrueUSD,,trueusd,0.9998624545567081,74.0,132.0,-0.05,-0.17,0.02,-0.04,0.03,-1.27,-0.21,-0.2,-0.32,-0.66,-0.07,136269888.0,true,2018-03-06 04:40:00,1455211685.0,1632745847,,true,true,1970-01-01 00:00:01.002400000,true-usd,,1455011527.0,"[4, 15]"
79,TFUEL,TFUEL,Theta Fuel,,theta-fuel,0.26956482441926,72.0,188.0,-1.01,-5.64,5.18,-18.01,-34.88,-34.79,2816.12,1501.04,1501.04,2540.84,875.03,34961708.0,true,2019-03-20 14:25:00,5301214400.0,1632745726,,true,true,1970-01-01 00:00:00.734486000,theta-fuel,,1429020929.0,[15]
80,ZEC,ZEC,Zcash,,zcash,111.19,76.0,58.0,-0.6900000000000001,-0.13,-6.13,-26.97,7.03,-23.18,107.16,-17.36,-91.56,-97.41,67.82,269954944.0,true,2016-10-29 15:25:00,12740844.0,1632745847,,true,true,1970-01-01 00:00:00.013322400,zcash,,1416593288.0,"[0, 1, 5]"
81,HOT2,HOT,Holo,,holo,0.008170003833593,75.0,197.0,-0.49,-0.88,-1.48,-21.74,42.71,-35.04,1561.49,712.24,748.95,1006.02,1281.1,27847000.0,true,2018-04-30 22:20:00,172895852724.0,1632745606,2018-04-28 00:00:00,true,true,1970-01-01 00:00:00.521032999,holo,,1412559780.0,[15]
82,YUP2,YUP,Crowdholding,,crowdholding,6.52,,,0.0,0.0,0.0,0.0,0.0,0.0,3009184.0,255905.0,255905.0,236188.0,0.0,0.0,not_trading_anymore,2018-07-10 01:10:00,205006357.0,1614246440,,true,true,1970-01-01 00:00:00.012497400,crowdholding,,1336142797.0,[15]
83,XEM,XEM,NEM,,nem,0.14747591590064402,77.0,144.0,-1.01,0.4,-5.47,-24.97,34.7,-60.85,37.17,57.68,2958.73,35427.1,-34.29,54267120.0,true,2015-04-01 00:35:00,8999999999.0,1632745786,,true,true,1970-01-01 00:01:59.631000000,nem,,1327283243.0,[]
84,MANA,MANA,Decentraland,,decentraland,0.6975203383928871,78.0,83.0,-1.31,-4.5,-0.41000000000000003,-22.72,46.51,-34.58,849.42,847.52,3045.61,2591.2,772.05,92102960.0,true,2017-09-17 00:45:00,1795341343.0,1632745726,2017-08-17 00:00:00,true,true,1970-01-01 00:00:03.033250000,decentraland,,1252287101.0,"[15, 17]"
85,OMG,OMG,OMG Network,,omisego,8.92,80.0,36.0,-1.05,2.5,10.1,41.89,148.27,40.42,196.84,163.87,1650.67,1544.31,246.52,696255936.0,true,2017-07-14 04:40:00,140245398.0,1632745846,2017-06-25 00:00:00,true,true,1970-01-01 00:00:03.585650000,omg-network,,1251176213.0,[15]
86,HT,HT,Huobi Token,,huobi-token,7.44,79.0,40.0,-2.73,0.35000000000000003,-41.99,-45.98,-24.97,-48.01,62.04,345.11,449.18,396.77,75.17,315031680.0,true,2018-02-03 20:00:00,164081489.0,1632745846,,true,true,1970-01-01 00:00:01.873260000,huobi-token,,1219967748.0,"[0, 6, 15]"
87,SNX,SNX,Synthetix,,synthetix,10.31,81.0,90.0,-0.97,-0.78,-1.79,-13.73,67.73,-40.13,141.41,17370.7,17370.7,17370.7,32.59,174306016.0,true,2018-11-30 14:10:00,114841533.0,1632745847,2018-02-28 23:59:00,true,true,1970-01-01 00:00:59.083300000,synthetix-network-token,,1183820975.0,"[3, 14, 15]"
88,DYDX,DYDX,dYdX,,dydx-token,20.95,92.0,16.0,-2.5,12.87,68.59,72.0,72.0,72.0,72.0,72.0,72.0,75.35,72.0,2907180544.0,true,2021-09-09 01:40:00,55679060.0,1632745846,2018-12-20 00:00:00,true,true,,dydx-token,,1166348245.0,[]
89,CRV,CRV,Curve DAO Token,,curve,2.66,91.0,49.0,-1.62,8.75,8.25,25.15,75.76,-18.15,173.73,-57.93,-57.93,-74.59,429.56,676437248.0,true,2020-08-15 07:50:00,426748438.0,1632745846,,true,true,,curve,,1136217558.0,"[3, 14, 15]"
90,PERP,PERP,Perpetual Protocol,,perpetual-protocol,16.46,88.0,95.0,-1.8599999999999999,10.07,23.9,-2.44,276.46,119.44,1136.23,915.28,915.28,818.33,1491.23,263004960.0,true,2020-09-16 07:05:00,68700000.0,1632745846,2020-09-08 23:59:00,true,true,,usd-perpetual,,1130781390.0,[]
91,ENJ,ENJ,Enjin Coin,,enjin-coin,1.336419443828618,82.0,107.0,-0.89,-0.85,-2.35,-30.69,38.49,-45.84,773.73,3151.93,6725.95,5390.47,886.19,84491208.0,true,2017-11-01 05:55:00,834340660.0,1632745606,2017-10-31 00:00:00,true,true,1970-01-01 00:00:09.503700000,enjin-coin,,1115029081.0,"[15, 17]"
92,YFI,YFI,yearn.finance,,yearn-finance,30156.0,83.0,67.0,-0.51,-1.6600000000000001,2.02,-18.45,3.09,-12.04,24.51,1872.17,1872.17,1869.21,34.4,292925728.0,true,2020-07-20 12:20:00,36635.0,1632745847,,true,true,1970-01-01 00:00:01.764250000,yearn.finance,,1104765958.0,"[0, 3, 14, 15]"
93,MINA,MINA,Mina Protocol,,mina-protocol,4.37,89.0,122.0,-0.45,4.47,-4.03,53.55,213.05,10.42,10.42,10.42,10.42,17.18,10.42,142833952.0,true,2021-06-01 07:55:00,248390009.0,1632745846,,true,true,,mina-token,,1085662270.0,[]
94,ICX,ICX,ICON,,icon,1.611723937493551,84.0,131.0,-1.3900000000000001,2.3,4.29,15.95,122.95,-36.12,304.71,151.3,231.65,294.08,261.31,111228992.0,true,2017-10-27 00:25:00,671107392.0,1632745846,2017-09-20 00:00:00,true,true,1970-01-01 00:00:00.224069000,icon,,1081639848.0,[2]
95,SRM,SRM,Serum,,serum,7.9,86.0,46.0,-1.69,-0.51,-3.39,16.19,186.81,54.29,323.53,314.37,314.37,331.84,655.81,503600928.0,true,2020-08-12 07:55:00,133231781.0,1632745847,2020-08-11 08:00:00,true,true,,serum,,1052211946.0,"[3, 21]"
96,IOST,IOST,IOStoken,,iostoken,0.057792982441134004,87.0,73.0,-0.85,-1.3599999999999999,3.35,32.44,215.71,13.64,925.56,355.51,117.2,139.11,900.76,215778688.0,true,2018-01-16 01:50:00,18099719631.0,1632745846,2018-01-03 23:59:00,true,true,1970-01-01 00:00:00.047126000,iostoken,,1046036779.0,[15]
97,FLOW,FLOW,Flow,,flow,15.92,90.0,140.0,-0.66,-1.11,-10.09,-26.76,92.84,-49.03,125.72,125.72,125.72,221.59,125.72,49696324.0,true,2021-01-27 14:45:00,64444582.0,1632745546,2020-10-02 23:59:00,true,true,,blobflow,,1025873967.0,[17]
98,CELR,CELR,Celer Network,,celer-network,0.16579792766002002,85.0,23.0,-2.09,-10.9,93.07,276.67,543.63,84.98,3565.36,631.59,631.59,562.83,3445.06,1028287680.0,true,2019-03-25 04:10:00,5958336993.0,1632745846,2019-03-19 13:18:00,true,true,1970-01-01 00:00:00.251961000,celer-network,,987879926.0,[15]
99,ZIL,ZIL,Zilliqa,,zilliqa,0.08316807271983101,94.0,126.0,-0.9400000000000001,-0.92,-5.72,-24.15,16.2,-52.77,474.82,144.71,-28.82,-41.92,1.18,63519608.0,true,2018-01-25 13:40:00,11789155147.0,1632745727,2018-01-03 00:00:00,true,true,1970-01-01 00:00:00.232454000,zilliqa,,980481313.0,"[15, 27]"
100,RVN,RVN,Ravencoin,,ravencoin,0.09960967133838701,93.0,86.0,-0.75,-2.95,4.88,-23.89,92.9,-50.18,620.46,607.41,233.65,277.74,666.79,62582528.0,true,2018-03-10 20:45:00,9740975000.0,1632745846,,true,true,1970-01-01 00:00:00.654200000,ravencoin,,970295318.0,[1]
101,QTUM,QTUM,Qtum,,qtum,9.63,97.0,65.0,-1.0,0.55,-7.96,-21.89,63.04,12.62,320.89,163.28,-17.78,3.51,321.78,271200896.0,true,2017-08-06 00:09:30,98731849.0,1632745846,2017-03-17 00:00:00,true,true,1970-01-01 00:00:00.246396000,qtum,,951073294.0,"[2, 15]"
102,BAT,BAT,Basic Attention Token,,basic-attention-token,0.6362319994606771,95.0,125.0,-0.81,-1.21,-2.34,-22.2,21.59,-43.88,183.57,290.83,274.65,270.83,206.41,80321312.0,true,2017-08-08 00:09:19,1490650999.0,1632745726,2017-05-31 00:00:00,true,true,1970-01-01 00:00:01.504129999,basic-attention-token,,948399866.0,"[3, 15]"
103,PAX,USDP,Pax Dollar,,pax-dollar,0.995240973186968,96.0,165.0,-0.2,-0.14,-0.07,-0.48,-0.41000000000000003,-2.37,-0.49,-0.43,-0.43,-0.5,-0.55,41543512.0,true,2018-09-27 21:00:00,945642940.0,1632745666,,true,true,1970-01-01 00:00:00.997018000,paxos-standard,,941142600.0,"[4, 15]"
104,OMI,OMI,ECOMI,,ecomi,0.005505015846828,100.0,434.0,-1.25,4.21,11.12,85.92,157.78,-49.52,12826.99,4062.58,4062.58,7651.14,13719.77,6688807.0,true,2019-05-13 11:15:00,166285821196.0,1632745666,2018-11-30 23:59:00,true,true,1970-01-01 00:00:00.593765000,ecomi,,915406081.0,[17]
105,BTG,BTG,Bitcoin Gold,,bitcoin-gold,51.97,98.0,255.0,-0.56,-0.54,-5.97,-21.65,32.12,49.0,574.46,123.7,-76.37,-89.19,506.91,13659889.0,true,2017-10-23 19:45:00,17513924.0,1632745426,,true,true,1970-01-01 00:00:00.063832600,bitcoin-gold,,910128575.0,[]
106,XSUSHI,XSUSHI,xSUSHI,,xsushi,12.83,101.0,470.0,-0.72,1.83,1.9100000000000001,-8.71,60.99,-27.47,72.99,72.99,72.99,70.18,72.99,3709579.0,true,2021-01-20 16:00:00,69420519.0,1632745786,,true,true,,xsushi,,890713853.0,[]
107,FIL2,FIL,Filecoin IOU,,filecoin-iou,61.15,,169.0,-1.04,8.42,-17.78,-25.33,-33.84,440.16,295.06,1097.19,342.33,433.42,102.47,56936128.0,not_trading_anymore,2017-12-13 20:45:02,14546318.0,1632745666,,true,true,,FIL,,889545166.0,[]
108,NXM,NXM,Nexus Mutual,,nexus-mutual,117.73,102.0,1836.0,-0.44,2.14,1.11,-2.95,62.47,74.49,209.43,142.83,142.83,151.52,323.22,254577.0,true,2020-09-16 13:35:00,7497901.0,1632745846,,true,true,,nexus-mutual,,882706141.0,"[3, 15]"
109,TEL,TEL,Telcoin,,telcoin,0.016209800623294,99.0,373.0,-1.79,2.2800000000000002,2.55,-30.35,-26.57,135.62,7791.89,1359.15,221.11,244.82,9588.99,6564368.0,true,2018-01-15 00:25:00,54302110195.0,1632745726,2017-12-30 00:00:00,true,true,1970-01-01 00:00:00.002226190,telcoin,,880226380.0,[15]
110,AUDIO,AUDIO,Audius,,audius,2.15,104.0,160.0,0.33,1.58,-9.82,-16.23,199.08,-38.23,1313.14,1313.14,1313.14,1041.32,1182.77,57108784.0,true,2020-10-26 09:05:00,406077610.0,1632745786,,true,true,,audius,,873133890.0,"[15, 17]"
111,KCS,KCS,KuCoin Token,,kucoin,10.52,103.0,361.0,-1.02,-0.7000000000000001,3.88,-18.46,52.04,108.28,924.91,792.88,1201.7,1419.52,1398.59,7849219.0,true,2017-10-24 17:45:00,80118638.0,1632745306,2017-09-01 23:59:00,true,true,1970-01-01 00:00:01.264290000,kucoin-shares,,843200594.0,"[0, 6, 15]"
112,NEXO,NEXO,Nexo,,nexo,1.488578095996872,106.0,385.0,0.08,1.65,4.13,-20.86,16.15,-42.55,1086.22,2566.19,468.8,528.83,159.93,7880421.0,true,2018-05-03 10:30:00,560000011.0,1632745546,2018-04-01 23:59:00,true,true,1970-01-01 00:00:00.794154000,nexo,,833603750.0,[15]
113,BNT,BNT,Bancor Network Token,,bancor,3.5300000000000002,105.0,226.0,-0.64,-0.05,-1.55,-17.37,20.37,-52.4,349.94,149.52,38.75,44.18,164.46,25921220.0,true,2017-08-08 00:09:20,234116762.0,1632745306,2017-06-12 00:00:00,true,true,1970-01-01 00:00:00.563616000,bancor,,826332874.0,"[0, 3, 6, 15]"
114,MDX3,MDX,Mdex,,mdex,1.143690635426902,112.0,157.0,0.2,11.55,-17.53,-25.97,-27.0,-67.72,-63.87,-63.87,-63.87,-66.89,-63.87,53436596.0,true,2021-01-28 14:40:00,698751087.0,1632745726,,true,true,,mdex,,799155075.0,[]
115,SAFEMOON,SAFEMOON,SafeMoon,,safemoon,1.349451960679419e-06,107.0,517.0,0.79,2.03,-4.16,-45.21,-56.07,-70.82,-70.82,-70.82,-70.82,-65.44,-70.82,3059031.0,true,2021-04-19 13:25:00,585536366402812.0,1632745546,,true,true,,safemoon,,790153198.0,"[3, 16]"
116,ZRX,ZRX,0x,,0x,0.9101707657026291,108.0,127.0,-1.38,2.42,-0.8,-15.43,46.4,-42.1,143.95,40.75,276.42,730.46,147.03,156622928.0,true,2017-08-16 14:15:00,845341602.0,1632745847,2017-08-16 00:00:00,true,true,1970-01-01 00:00:03.610990000,0x,,769405213.0,"[3, 15]"
117,RAY,RAY,Raydium,,raydium,10.66,113.0,114.0,-0.23,8.85,3.52,38.49,229.17,0.54,0.54,0.54,0.54,-6.12,0.54,137847600.0,true,2021-04-15 15:50:00,70103605.0,1632745846,,true,true,,raydium,,747612885.0,[]
118,RENBTC,RENBTC,renBTC,,renbtc,43488.0,110.0,521.0,-0.37,0.35000000000000003,-0.16,-9.1,31.38,-23.6,313.46,265.5,265.5,271.16,59.61,7539633.0,true,2020-08-17 07:10:00,17014.0,1632745306,,true,true,,renbtc,,739908417.0,"[3, 15]"
119,SC,SC,Siacoin,,siacoin,0.014804174316999002,109.0,159.0,-0.86,-2.23,-5.08,-30.48,33.89,-41.87,468.01,144.84,2974.9,32239.1,342.7,55986740.0,true,2015-08-26 18:25:00,48903772992.0,1632745486,,true,true,1970-01-01 00:01:30.790700000,siacoin,,723979980.0,[1]
120,LUSD,LUSD,Liquity USD,,liquity-usd,1.000438936664923,111.0,497.0,-0.05,-0.29,-0.72,-0.81,-1.9100000000000001,-3.24,-3.24,-3.24,-3.24,-6.52,-3.24,3189739.0,true,2021-04-04 16:00:00,719446095.0,1632745606,,true,true,,liquity-usd,,719761886.0,"[3, 4]"
121,ONT,ONT,Ontology,,ontology,0.788243139383194,115.0,104.0,-0.9400000000000001,-0.15,-6.92,-26.12,28.37,-50.03,26.38,-57.03,-57.16,-69.99,74.0,104833968.0,true,2018-03-08 07:20:00,875249524.0,1632745846,,true,true,1970-01-01 00:00:00.471742000,ontology,,689909433.0,[2]
122,REN,REN,Ren,,ren,1.068172609349827,118.0,52.0,-1.31,4.9,40.61,86.4,216.59,2.34,462.8,3299.51,1157.31,1239.95,217.06,461759808.0,true,2018-02-21 16:25:00,632504823.0,1632745846,2018-02-03 00:00:00,true,true,1970-01-01 00:00:01.923480000,ren,,675624327.0,"[3, 15]"
123,DGB,DGB,DigiByte,,digibyte,0.045482594665406,116.0,187.0,-1.11,-1.52,-5.06,-32.15,9.16,-35.89,78.46,85.88,12862.5,2911.35,74.37,29230260.0,true,2014-02-06 13:20:00,14704870630.0,1632745606,,true,true,1970-01-01 00:00:16.308700000,digibyte,,668815670.0,[1]
124,VGX,VGX,Voyager Token,,voyagertoken,2.32,117.0,492.0,-0.52,-1.57,-9.67,-41.15,7.59,-52.23,1991.01,608.87,3794.38,3276.89,1411.22,3450364.0,true,2017-07-18 17:55:00,278482214.0,1632745607,,true,true,1970-01-01 00:00:01.797930000,voyagertoken,,644719140.0,"[0, 6]"
125,GALA,GALA,GALA,,gala,0.089395493288051,120.0,60.0,-1.3,-1.04,-3.51,196.25,1097.23,228.97,7361.2,7361.2,7361.2,6693.85,7361.2,313518976.0,true,2021-01-14 07:15:00,6977205436.0,1632745846,,true,true,,gala,,623730722.0,"[15, 17]"
126,CHSB,CHSB,SwissBorg,,swissborg,0.6174379889709181,119.0,671.0,-1.07,-0.03,1.24,-34.32,27.61,-47.71,730.49,5662.69,593.72,557.32,117.93,2133405.0,true,2018-02-03 19:10:00,1000000000.0,1632745486,2018-01-10 00:00:00,true,true,1970-01-01 00:00:02.121220000,swissborg,,617437989.0,[15]
127,IOTX,IOTX,IoTeX,,iotex,0.063077577351092,114.0,31.0,-0.98,-8.97,18.94,-16.74,288.37,46.71,692.63,413.87,115.86,97.9,860.14,406285952.0,true,2018-05-25 15:55:00,9540779324.0,1632745846,2018-12-20 14:00:00,true,true,1970-01-01 00:00:00.259521000,iotex,,601809246.0,[15]
