symbol,name,ccu_slug,market_cap_rank
JUV,Juventus Fan Token,juventus-fan-token,730
SUTER,suterusu,suterusu,726
ZEE,ZeroSwap,zeroswap,716
FCT,Factom,factom,720
LGO,Legolas Exchange,legolas-exchange,588
SWINGBY,Swingby,swingby,724
UBX,UBIX.Network,ubix.network,738
DORA,Dora Factory,dora-factory,722
OLY,Olyseum,olyseum,793
VIDY,Vidy,vidy,729
MWAT,Restart Energy,red-mwat,739
NCASH,Nucleus Vision,nucleus-vision,731
AWC,Atomic Wallet Coin,atomic-wallet-coin,728
GHX,GamerCoin,gamercoin,725
CFI,CyberFi Token,cofound-it,745
NEC,Nectar,nectar,758
MM5,Million,million,737
PICKLE,Pickle Finance,pickle-finance,750
APPC,AppCoins,appcoins,749
ODDZ,Oddz,oddz,761
PLBT,Polybius,polybius,733
DDIM,DuckDaoDime,duckdaodime,740
VSP,Vesper Finance,vesper-finance,748
MTX,Matryx,matryx,1724
NXT,Nxt,nxt,734
ABT,ArcBlock,arcblock,742
WOM,WOM Protocol,wom-protocol,746
SKILL,CryptoBlades,cryptoblades,735
EUNO,EUNO,euno,751
QRL,Quantum Resistant Ledger,quantum-resistant-ledger,752
LEVL,Levolution,levolution,756
LML,Lisk Machine Learning,lisk-machine-learning,
MTH,Monetha,monetha,760
TEN,Tokenomy,tokenomy,747
AMB,Ambrosus,ambrosus,792
BEPRO,BetProtocol,betprotocol,753
KICK,KickToken,kicktoken,767
LZ,LaunchZone,launchzone,762
DPET,My DeFi Pet,my-defi-pet-token,754
DOV,Dovu,dovu,757
NRV3,Nerve Finance,nerve-finance,736
CAS,Cashaa,cashaa,744
BRD,Bread,bread,772
MOD2,Modefi,modefi,766
DCN,Dentacoin,dentacoin,771
GVT,Genesis Vision,genesis-vision,773
IFC,Infinitecoin,infinitecoin,763
MPH3,88mph,88mph,755
ESD,Empty Set Dollar,empty-set-dollar,770
XEP2,Electra Protocol,electra-protocol,765
SAN,Santiment Network Token,santiment,775
APY,Apyswap,apy-finance,
MDA,Moeda Loyalty Points,moeda-loyalty-points,777
DTEP,DECOIN,decoin,769
PROB,ProBit Token,probit-token,778
HVN,Hiveterminal Token,hiveterminal-token,764
SEFI,Secret Finance,secret-finance,780
TRIAS,Trias Token,trias-token,812
OAX,OAX,oax,782
MFG,SyncFab,syncfab,783
FORM,Formation.fi,formation-fi,768
CRPT,Crypterium,crpt,776
PND,Pandacoin,pandacoin-pnd,
ETP,Metaverse ETP,metaverse,774
EVX,Everex,everex,797
SGT2,SPACEGOAT TOKEN,spacegoat-token,785
LBTC,Lightning Bitcoin,lightning-bitcoin,809
ECC,E-Currency Coin,ecc,788
CON2,CONUN,conun,781
BAAS,BaaSid,baasid,799
UBXT,UpBots,upbots,796
SLC4,Support Listing Coin,support-listing-coin,791
FLETA,FLETA,fleta,784
MAN,Matrix AI Network,matrix-ai-network,790
BFT,BF Token,bnktothefuture,810
MEME3,Degenerator,degenerator,787
PROS,Prosper,prosper,808
SAITO,Saito,saito,805
SHA2,Safe Haven,safe-haven,811
UTT,United Traders Token,united-traders-token,801
SWRV,Swerve,swerve,839
BAO,Bao Finance,bao-finance,804
FIN,DeFiner,definer,802
ZOON,CryptoZoon,cryptozoon,789
FREE,FREE Coin,free-coin,816
OLT,OneLedger,oneledger,786
RCN,Ripio Credit Network,ripio-credit-network,779
BIN,Binemon,binemon,872
PCOIN2,Pcoin Network,pcoin-network,814
BF,Bitforex Token,bitforex-token,840
ANW,Anchor Neural World,anchor-neural-world,813
BAN,Banano,banano,803
DOGGY2,Doggy,doggy,817
OIN,OIN Finance,oin-finance,806
HPB,High Performance Blockchain,high-performance-blockchain,825
TUP,TenUp,tenup,835
GRID,Grid+,grid-plus,820
SYLO,Sylo,sylo,795
BOR3,BoringDAO,boringdao,794
EXNT,ExNetwork Token,exnetwork-token,821
EMB3,EmberCoin,embercoin,
UBQ,Ubiq,ubiq,818
DERI,Deri Protocol,deri-protocol,911
TRUE,True Chain,truechain,815
MTA3,Meta,meta,834
SKU,Sakura,sakura,
CWS,Crowns,crowns,827
NAOS,NAOS Finance,naos-finance,864
BNANA,Banana Token,chimpion,819
SHROOM,Shroom.Finance,shroom-finance,838
HLD,Holdefi,holdefi,823
BQQQ,Bitsdaq,bitsdaq,828
CHI,XAYA,xaya,2238
DUN,Dune Network,dune-network,830
CTCN,Contracoin,contracoin,800
BPRO3,B.Protocol,b-protocol,868
CHP,CoinPoker,coinpoker,860
JULD,JulSwap,julswap,831
OG,OG Fan Token,og-fan-token,822
SXDT,Spectre Dividend Token,spectre.ai-dividend-token,832
APM,apM Coin,apm-coin,824
ANCT,Anchor,anchor,833
USD12,Psyche,psyche,837
ZAP,Zap,zap,842
SYNX,Syndicate,syndicate,847
BUNI,Bunicorn,bunicorn,807
IDLE,Idle,idle,870
HDAO,HyperDAO,hyperdao,829
AMLT,AMLT Token,amlt-token,826
PLR,Pillar,pillar,851
IQN,IQeon,iqeon,845
RAE,Receive Access Ecosystem,receive-access-ecosystem,848
ROOBEE,Roobee,roobee,857
K21,K21,k21,841
S4F,S4FE,s4fe,938
ABLOCK,ANY Blocknet,any-blocknet,849
TNB,Time New Bank,time-new-bank,836
FLUZ,Fluz Fluz,fluz-fluz,850
PROPS,Props Token,props,1132
PAY,TenX,tenx,880
LEMO,LemoChain,lemochain,846
XFT,Offshift,offshift,869
KUPP,KUPP,kupp,852
NVT3,NerveNetwork,nervenetwork,873
BLOCK,Blocknet,blocknet,853
GOM22,AnimalGo,animalgo,866
TAU,Lamden,lamden,856
EXC,Eximchain,eximchain,
ATR3,AsterionSpace,asterionspace,
TRTL,TurtleCoin,turtlecoin,855
AEON,Aeon,aeon,865
SHIFT,Shift,shift,867
CNFI,Connect Financial,connect-financial,861
OUSD,Origin Dollar,origin-dollar,871
CSP,Caspian,caspian,894
LCC,Litecoin Cash,litecoin-cash,715
NLG,Gulden,gulden,863
EMC2,Einsteinium,einsteinium,859
CIX100,Cryptoindex,cryptoindex.com-100,862
MOBI,Mobius,mobius,843
CS,Credits,credits,924
ALEPH,Aleph.im,aleph-im,529
VETH,Vether,vether,2531
EON,Dimension Chain,dimension-chain,874
SOC,All Sports,all-sports,844
POA,POA Network,poa,882
COVER2,COVER Protocol [new],cover-protocol-new,759
PI,Plian,pchain,927
MYST,Mysterium,mysterium,898
TOP2,TOP Network,top,876
DEM,Deutsche eMark,deutsche-emark,2836
BUY2,Burency,burency,883
KUMA,Kuma Inu,kuma-inu,923
THUGS,THUGS token,thugs-token,
DLT,Agrello Delta,agrello-delta,902
AEN,Aenco,aenco,886
SPO,Spores Network,sponsify,854
DMD,Diamond,diamond,884
BET,DAOBet,daobet,889
GSWAP,Gameswap,gameswap,877
IPX,IPX Token,tachyon-protocol,879
ALY,Ally,ally,917
CMK,Credmark,credmark,890
BHD,BTCHD,bitcoinhd,881
SENSE,Sense,sense,893
YOYOW,YOYOW,yoyow,892
CBK2,Cobak Token,cobak-token,887
CWV,CWV Chain,cwv-chain,915
SAFEX,Safe Exchange Coin,safex-token,
NCT,PolySwarm,polyswarm,895
FDR,FD Reserve,fd-reserve,896
AXIS4,AXIS Token,axis-token,858
REV,Revain,revain,901
SMART,SmartCash,smartcash,899
HOLD,Interstellar Holdings,interstellar-holdings,
HTDF,Orient Walt,orient-walt,903
MUSE2,Muse,muse,875
IOV,Starname,iov,907
STACS,STACS,stacs,
ABYSS,Abyss Token,abyss-token,910
BRG2,Bridge Oracle,bridge-oracle,954
COV,Covesting,covesting,922
ACT,Achain,achain,897
XCASH,X-Cash,x-cash,961
VITAE,Vitae,vitae,905
KTN2,Kattana,kattana,904
HOD,HoDooi,hodooi,908
AWR,AWARE,aware,
TRV2,TrustVerse,trustverse,906
CTI,ClinTex CTi,clintex,909
INSTAR,Insights Network,insights-network,888
KRL,Kryll,kryll,920
VIB,Viberate,viberate,919
FINE,Refinable,refinable,913
SMDX,SOMIDAX,somidax,930
RIO,Realio Network,realio-network,900
BCZERO,Buggyra Coin Zero,buggyra-coin-zero,918
EXM,EXMO Coin,exmo-coin,916
RAZOR,Razor Network,razor-network,912
JDC,JD Coin,jd-coin,949
TABOO,Taboo,taboo,926
XRT2,Robonomics Network,robonomic-network,929
NGC,NAGA,naga,955
CEEK,CEEK VR,ceek-vr,921
VSO,Verso,verso,946
EQZ,Equalizer,equalizer,
SCC6,StakeCubeCoin,stakecubecoin,928
ANRX,AnRKey X,anrkey-x,945
BONDLY,Bondly,bondly,2339
VNLA,Vanilla Network,vanilla-network,956
QRK,Quark,quark,937
RAZE,Raze Network,raze-network,931
MFI,Marginswap,marginswap,1097
BCT8,BitcoinTrust,bitcointrust,1052
FKX,Knoxstertoken,fortknoxster,932
BHPC,BHPCash,bhpcash,
MOON,Mooncoin,mooncoin,941
REAP,ReapChain,reapchain,2714
EGG5,Nestree,nestree,936
QBX,qiibee,qiibee,2613
XDN,DigitalNote,digitalnote,947
TCH2,Tiger Cash,tigercash,914
LUA,Lua Token,lua-token,935
ARV,ARIVA,ariva,965
EGT,Egretia,egretia,940
BOND,Bonded Finance,bonded-finance,943
PCL,Peculium,peculium,933
PTON,Foresting,pton,942
XPX,ProximaX,proximax,970
VALOR,Smart Valor,valor-token,939
EQX,EQIFI,eqifi,944
QLC,QLINK,qlink,953
PMGT,Perth Mint Gold Token,perth-mint-gold-token,952
LYM,Lympo,lympo,948
BTX,BitCore,bitcore,1027
OMNI,Omni,omni,951
ENG,Enigma,enigma,934
CLB,Cloudbric,cloudbric,977
PLAY,HEROCOIN,xplay,957
IDRT,Rupiah Token,rupiah-token,958
LND,Lendingblock,lending-block,950
MINT,Public Mint,mintcoin,964
BCDT,EvidenZ,blockchain-certified-data-token,967
ADN,Aladdin,aladdin,960
ZORA,Zoracles,zoracles,963
POLX,Polylastic,polylastic,959
WEBD,WebDollar,webdollar,994
BKX,BANKEX,bankex,966
VEX,Vexanium,vexanium,1015
VIDYA,Vidya,vidya,925
IDNA,Idena,idena,968
KEX,Kira Network,kira-network,969
PNY,Peony,peony,962
VAB,Vabble,vabble,878
MOVE,Mover,holyheld,989
HAKKA,Hakka Finance,hakka-finance,1011
BLY,Blocery,blocery,988
SWFTC,SwftCoin,swftcoin,1017
ISP,ispolink,ispolink,1039
DACS,DACSEE,dacsee,
GEEQ,GEEQ,geeq,2514
DEXA,DEXA Coin,dexa-coin,1002
GBE1,GoldBee,goldbee,974
YAM,YAM,yam,
CMT,CyberMiles,cybermiles,993
ZYN,Zynecoin,zynecoin,996
MDS,Medishares,medishares,978
HGET,Hedget,hedget,979
DYP,DeFi Yield Protocol,defi-yield-protocol,975
STND,Standard Protocol,standard-protocol,982
OCTO,OctoFi,octofi,973
YFV,YFValue,yfvalue,1057
SPANK,SpankChain,spankchain,990
EVAI,Evai,evai-io,971
QCX,QuickX Protocol,quickx-protocol,986
HOT,Hydro Protocol,hydro-protocol,992
ODE,ODEM,odem,891
SPORE3,Spore,spore,991
HTML,HTMLCOIN,htmlcoin,980
ZT,ZBG Token,zbg-token,976
JRT,Jarvis,jarvis-network,981
CPT3,Contents Protocol,contents-protocol,1006
USDQ,USDQ,usdq,995
OGO,Origo Network,origo,1021
FEAR,Fear NFTs,fear-nfts,985
VBK,VeriBlock,veriblock,997
XMY,Myriad,myriad,1003
BSCS,BSC Station,bsc-station,1009
BWF,Beowulf,beowulf,999
BTCZ,BitcoinZ,bitcoinz,1031
BOLT,Bolt,bolt,1030
UNO,Unobtanium,unobtanium,998
XMC,Monero Classic,monero-classic,1034
NEU,NeuFund,neumark,1025
KAT,Kambria,kambria,984
EAC,EarthCoin,earthcoin,1004
DYN,Dynamic,dynamic,1040
SAI,Single-Collateral DAI,single-collateral-dai,
ARGON,Argon,argon,1018
XEND,XEND Finance,xend-finance,1026
OCN,Odyssey,odyssey,1001
UIP,UnlimitedIP,unlimitedip,983
STU,bitJob,bitjob,1012
CFI2,Cofound.it,cofound-it,
AAB,AAX Token,aax-token,1016
PSLIP,Pinkslip Finance,pinkslip-finance,1000
LET,LinkEye,linkeye,1013
TKY,THEKEY,thekey,1029
EVDC,EV Direct Currency,electric-vehicle-direct-current,1293
SRN,SIRIN LABS Token,sirin-labs-token,1019
AUC,Auctus,auctus,972
LANC,Lanceria,lanceria,1024
YUSRA,YUSRA,yusra,1022
TRAVA,Trava Finance,trava-finance,1008
OPCT,Opacity,opacity,1028
NYZO,Nyzo,nyzo,1023
FTC,Feathercoin,feathercoin,1035
COL3,Unit Protocol,unit.protocol,
GBC2,Gold Bits Coin,gold-bits-coin,1032
SMT,SmartMesh,smartmesh,1171
ICH2,Idea Chain Coin,idea-chain-coin,1075
L2,Leverj Gluon,leverj,1076
ETHO,Ether-1,ether-1,1036
BTCP,Bitcoin Private,bitcoin-private,2248
KCAL,Phantasma Energy,phantasma-energy,1010
ES,Era Swap Token,era-swap,1068
UNIDX,Unidex,unidex,1055
SNOW2,SnowSwap,snowswap,1046
PMA,PumaPay,pumapay,1014
MOAC,MOAC,moac,1041
UWL,UniWhales,uniwhales,1054
RET,RealTract,realtract,
MITX,Morpheus Labs,morpheus-labs,661
DKKT,DKK Token,dkk-token,1033
MIST2,Mist Game,mist-game,1037
UNISTAKE,Unistake,unistake,1102
PMEER,Qitmeer,qitmeer,1044
FUEL2,Jetfuel Finance,fuel-token,1070
TERN,Ternio,ternio,1094
CVR2,Polkacover,polkacover,1081
HTZ,Hertz Network,hertz-network,1051
ELAMA,Elamachain,elamachain,1053
UDO,Unido,unido,1062
GLD,GoldCoin,goldcoin,1038
FAB2,FABRK,fabrk,1049
AMP,Synereo,synereo,
CRBN,Carbon,carbon,1095
BIS,Bismuth,bismuth,1121
BITCNY,bitCNY,bitcny,1043
FCL,Fractal,freecryptolotto,1058
NPX,NaPoleonX,napoleon-x,2255
LCMS,LCMS,lcms,1060
SKRT,Sekuritance,sekuritance,1005
WPR,WePower,wepower,1020
BIX,Bibox Token,bibox-token,1089
RAVEN,Raven Protocol,raven-protocol,1066
GMX3,GameX,gamex2,1059
CLN,Colu Local Network,colu-local-network,1064
CCX3,Conceal,conceal,1042
FLG,Folgory Coin,folgory-coin,1061
DADI,Edge,edge,1065
ITC,IoT Chain,iot-chain,1050
CRAVE,Crave,crave,1067
BORING,BoringDAO,boringdao-new,1071
VIA,Viacoin,viacoin,1063
NORD,Nord Finance,nord-finance,1073
TOVA,Tova,tova,1082
UCASH,U.CASH,u.cash,1069
TFT2,ThreeFold,threefold-token,1056
OOKS,Onooks,onooks,1072
JOB,Jobchain,jobchain,987
IVY,Ivy,ivy,1077
BOOM,BOOM,boom,1079
IGG,IG Gold,ig-gold,1078
TTC2,TTC Protocol,ttc,
FAT,Fatcoin,fatcoin,1088
TOSC,T.OS,t.os,1048
CGT2,CACHE Gold,cache-gold,1085
B2C3,Blackbearcoin,blackbearcoin,1086
SHORTY,Shorty,shorty,1087
NEW,Newton Project,newton,1096
RTH,Rotharium,rotharium,1104
CHIP,RealCasino,realcasino,
FLIXX,Flixxo,flixxo,1130
PLU,Plutus,pluton,1105
WSG,Wall Street Games,wall-street-games,1106
DOS,Dos Network,dos-network,1101
ISR,Insureum,insureum,1153
MARK2,Benchmark Protocol,benchmark-protocol,1110
TAAS,TaaS,taas,
LEAD,Lead Wallet,lead-wallet,1111
FACE,Faceter,faceter,1199
ONION,DeepOnion,deeponion,1109
YEC,Ycash,ycash,1143
BED2,Bankless BED Index,bankless-bed-index,1108
CLS,ColdStack,coldstack,1092
XFC,Footballcoin,footballcoin,1107
DOUGH,PieDAO DOUGH v2,piedao-dough-v2,1137
DCY,Dinastycoin,dinastycoin,1148
DVC,DragonVein,dragonvein,1074
BDP2,Big Data Protocol,big-data-protocol,1131
RUNE2,Rune,rune,1315
WAIF,Waifu Token,waifu-token,1115
NOW,ChangeNOW,now-token,1135
VDG,VeriDocGlobal,veridocglobal,1093
CNTR,Centaur,centaur,1100
REPO,REPO,repo,1113
YAXIS,yAxis,yaxis,1084
03-Jul,JustLiquidity,justliquidity,1114
PRDX,ParamountDax Token,paramountdax,1122
CREDO,BitBounce,credo,
TFL,TrueFlip,trueflip,1133
RKT,Rock GBX,rock,
TRTT,Trittium,trittium,1118
MIC,Mindexcoin,mindexcoin,
DOWS,Shadows,shadows,1117
NPW,New Power Coin,new-power-coin,
RABBIT,Rabbit Finance,rabbit-finance,1120
WIS,Experty Wisdom Token,experty-wisdom-token,1125
CV,carVertical,carvertical,1112
NYC,NewYorkCoin,newyorkcoin,1127
TOA,ToaCoin,toacoin,1124
PKR3,Polker,polker,1098
ALIAS,Alias,alias,1103
FLO,FLO,flo,1116
DEV3,Dev Protocol,dev-protocol,1138
UTN,Universa,universa,1129
DGX,Digix Gold Token,digix-gold-token,1123
POT,PotCoin,potcoin,1119
EPIC2,Epic Cash,epic-cash,1007
CMS,COMSA,comsa-xem,1080
ROCKS2,ROCKI,rocki,1172
HIT,HitChain,hitchain,1128
GHOST2,GHOST,ghost,1047
RISE,Rise,rise,1141
HMC2,Hi Mutual Society,hi-mutual-society,1142
ZEFU,Zenfuse,zenfuse,1155
SWEET,Honey Token,honeytoken,1091
AUTO,Cube,cube,1136
GRC,GridCoin,gridcoin,1139
MRJA,GanjaCoin,ganjacoin,
DTA,DATA,data,1126
OTO,OTOCASH,otocash,1147
MIR,MIR COIN,mir-coin,1149
XFI,Xfinance,xfinance,2831
KCASH,Kcash,kcash,1144
YF-DAI,YFDAI.FINANCE,yfdai-finance,1150
BIR,Birake,birake,1191
WINGS,Wings,wings,1157
SNC,SunContract,suncontract,1184
ATE,Albetrage,albetrage,1154
UUU,U Network,u-network,1134
TARA,Taraxa,taraxa,1140
TKS,Tokes,tokes,1156
GDAO,Governor DAO,governor-dao,1145
EDR2,Endor Protocol,endor-protocol,1189
DAX,DAEX,daex,1161
XMX,XMax,xmax,1167
TIDAL,Tidal Finance,tidal,1152
WATCH,yieldwatch,yieldwatch,
MONA2,Monavale,monavale,1162
RUFF,Ruff,ruff,1146
GEN2,DAOstack,daostack,1179
PHNX,PhoenixDAO,phoenixdao,1158
PLOT,PlotX,plotx,1169
ASKO,Askobar Network,askobar-network,1192
TIT,TittieCoin,titcoin,1168
CTC,Credit Tag Chain,credit-tag-chain,
SHARD,Shard,shard,1176
GNX,Genaro Network,genaro-network,1163
GAMEC,Game,game.com,1166
GAP2,GAPS,gaps,1173
GEO2,GeoDB,geodb,1180
CNHT,Tether Chinese Yuan,tether-chinese-yuan,1174
LUNES,Lunes,lunes,1240
IPC,IPChain,ipchain,1177
ONG2,SoMee.Social,ong.social,1178
WISH,MyWish,mywish,1160
AT2,Artfinity,artfinity,1182
XXA,IXINIUM,ixinium,1188
XLQ,ALQO,alqo,1159
YOP,YOP,yop,1222
PIT2,Pitbull Token,pitbull-token,1164
OWN,OWNDATA,owndata,1825
EKT,EDUCare,educare,1165
SHOPX,Splyt,splyt,1175
CSM3,Crust Shadow,crust-shadow,1195
NTY,Nexty,nexty,1187
MVP,Merculet,merculet,1183
ESS,Essentia,essentia,1207
ATMOS,Atmos,atmos,
SPH2,Spheroid Universe,spheroid-universe,1170
SXC,Sexcoin,sexcoin,1211
NAX,NextDAO,nextdao,1197
GSC,Global Social Chain,global-social-chain,1186
BAC3,Basis Cash,basis-cash,1181
MTLX,Mettalex,mettalex,1190
PAR2,Parachute,parachute,1209
AU,AurumCoin,aurumcoin,
MERGE,Merge,merge,1196
LOCUS,Locus Chain,locus-chain,1200
AXPR,aXpire,paybx,1193
OPEN,Open Platform,open-platform,1214
CPT2,Cryptaur,cryptaur,1201
XRA2,Xriba,xriba,1194
UCA,UCA Coin,uca-coin,1203
MIX2,MIX,mix,1208
ATP,Atlas Protocol,atlas-protocol,1210
LDOGE,LiteDoge,litedoge,1185
IDXM,IDEX Membership,idex-membership,1212
VIN,VinChain,vinchain,1213
TRADE3,Unitrade,unitrade,1217
ONX2,OnX Finance,onx-finance,1221
SHP,Sharpe Capital,sharpe-capital,1215
JUP,Jupiter,jupiter,1242
TOKO,Tokoin,tokoin,1232
STA3,Statera,statera,1204
EXRN,EXRNchain,exrnchain,1303
GIO,Graviocoin,graviocoin,1228
EDR,E-Dinar Coin,e-dinar-coin,
SEELE,Seele,seele,1205
ASAP,Chainswap,chainswap,1254
SEEN,SEEN,seen,1236
EXY,Experty,experty,1223
LOOT,NFTLootBox,tronloot,1216
SYM,SymVerse,symverse,1230
GLEEC,Gleec Coin,gleec,1227
GEAR2,Bitgear,bitgear,1151
MPG2,Max Property Group,max-property-group,1229
AUR,Auroracoin,auroracoin,1206
LEDU,Education System,education-ecosystem,1241
SWM,Swarm,swarm,1220
KUBO,KuboCoin,kubocoin,1231
SMARTCREDIT,SmartCredit Token,smartcredit-token,1235
NBU,Nimbus Platform,nimbus-platform,1262
GAZE,GazeTV,gazetv,1099
PAR3,Parallel,parallel,1234
PLA3,PLANET,planet,1251
PINK,PinkCoin,pinkcoin,1237
AVT,Aventus,aventus,1239
IDH,indaHash,indahash,1225
FT,Fabric Token,FT,
UTU,UTU Protocol,utu-protocol,1250
NPXSXEM,Pundi X NEM,pundi-x-nem,1248
NFY,Non-Fungible Yearn,non-fungible-yearn,1238
MIDAS,Midas,midas,1243
BXK,BitBook AG,bitbook-gambling,1246
DZI,DeFinition,definition,1249
EMC,Emercoin,emercoin,1226
EDN,EdenChain,eden,1233
PGT,Polyient Games Governance Token,polyient-games-governance-token,1198
VIBE,VIBE,vibe,1253
EOSDT,EOSDT,eosdt,1244
SWACE,Swace,swace,1261
THC,HempCoin,hempcoin,1256
DGTX,Digitex Futures,digitex-futures,1263
WEE2,Wee,wee,1258
ADCO,Advertise Coin,advertise-coin,
NLC2,NoLimitCoin,nolimitcoin,1307
NUX,Peanut,nuaxescoin,1265
GRLC,Garlicoin,garlicoin,1224
FUND,Unification,unification,1259
CHT4,Chronic Token,chronic-token,1266
VSM,VOISE,voise,
LAZYDOGE,LazyDoge,lazydoge,1268
DAGT,Digital Asset Guarantee Token,digital-asset-guarantee-token,1267
ILC,ILCOIN,ilcoin,1294
GHOST,GHOSTPRISM,ghostprism,1257
BOMB,BOMB,bomb,1245
KTON,Darwinia Commitment Token,darwinia-commitment-token,1282
ECOB,Ecobit,ecobit,1270
BAG,BondAppetit Governance Token,bondappetit-governance-token,1281
CPX,Apex,apex,1273
CPC2,CPChain,cpchain,1247
LIX2,Lixir Finance,lixir-finance,1299
NCDT,nuco.cloud,nuco-cloud,1285
TAD,Tadpole Finance,tadpole-finance,1272
WCX2,WeCoOwn,wecoown,1284
DEFI++,PieDAO DEFI++,piedao-defi,1275
GAT3,Game Ace Token,game-ace-token,1280
LRN,Loopring,loopring-neo,1290
FOC,TheForce Trade,theforce-trade,1269
2CRZ,2crazyNFT,2crazynft,1260
ESP,Espers,espers,1278
YBO,Young Boys Fan Token,young-boys-fan-token,1271
SUMO,Sumokoin,sumokoin,1276
EBST,eBoost,eboost,1255
PRXY,Proxy,proxy,1289
SCP2,ScPrime,scprime,1279
XST,Stealthcoin,stealthcoin,1295
REDPANDA,REDPANDA EARTH,redpanda-earth,1331
TSHP,12Ships,12ships,1298
IOC,I/O Coin,iocoin,1304
BLKC,BlackHat,blackhat,1287
NOKU,Noku,noku,1274
TECH,Cryptomeda,cryptomeda,1218
GS,Genesis Shards,genesis-shards,1283
CEN2,Coinsuper Ecosystem Network,coinsuper-ecosystem-network,1302
INFI,Insured Finance,insured-finance,1301
LSS,Lossless Protocol,lossless-protocol,1316
GOF,Golff,golff,1286
CCT,Carbon Chain,carbon-chain,
MUSIC,Musicoin,musicoin,1291
KEK2,Cryptokek.com,cryptokek,1292
TIKI,Tiki Token,tiki-token,1296
COIN,Coinvest Token,coinvest-token,
AMN,Amon,amon,1277
HIRE,HireMatch,hirematch,
XCHF,CryptoFranc,cryptofranc,1300
NBX2,Netbox Coin,netbox-coin,1314
MVC,Maverick Chain,maverick-chain,1312
LNX,LINIX,lnx-protocol,1310
BWT,Bittwatt,bittwatt,
ETNA,ETNA Network,etna-network,1366
SPC,SpaceChain,spacechain,1388
NCC,NeuroChain,neurochain,1332
CHADS,CHADS VC,chads-vc,1319
BITUSD,bitUSD,bitusd,1311
TIPS,FedoraCoin,fedoracoin,1305
GDOGE,Golden Doge,golden-doge,1313
ZER,Zero,zero,1308
CURE,Curecoin,curecoin,1356
SIN2,Sinovate,sinovate,1330
BITG,BitGreen,bitgreen,1320
TCC,The ChampCoin,the-champcoin,1306
WOA,Wrapped Origin Axie,wrapped-origin-axie,1321
ROX,Robotina,robotina,1611
AVE,Avaware,avaware,1324
UFO,UFO Coin,ufo-coin,1326
APIS,Apis,apis,1325
TRIO,Tripio,tripio,1317
LYL,LoyalCoin,loyalcoin,
MOONSTAR,Moonstar,moonstar,1327
NYN,Nynja,nynja,1328
BIZZ,BIZZCOIN,bizzcoin,1329
RVC,Ravencoin Classic,ravencoin-classic,1345
PAL2,PolicyPal Network,policypal-network,
0XBTC,0xBitcoin,0xbitcoin,1335
OK,OKCash,okcash,1322
MNST,MoonStarter,moonstarter,1346
BDO,bDollar,bdollar,
XAUR,Xaurum,xaurum,1350
FERA,Fera,fera,1436
GRG,Rigo Token,rigoblock,1375
NEAL,COINEAL,coineal-token,1338
POLIS,Polis,polis,1333
INFS,Infinity Esaham,infinity-esaham,1679
MCASH,Mcashchain,mcashchain,1334
CLR1,Color Platform,color-platform,1403
IXC,Ixcoin,ixcoin,1336
XBX,BITEX,bitex-global-xbx-coin,1219
CZR,CanonChain,canonchain,1340
PILOT,Unipilot,unipilot,1341
PING,CryptoPing,cryptoping,1342
AID,AidCoin,aidcoin,1344
OVC,OVCODE,ovcode,1347
ALN,Aluna Social,aluna-social,1339
SFD,SAFE DEAL,safe-deal,1353
CREED,CREED,creed,1348
TN,TurtleNetwork,turtlenetwork,1343
PARETO,PARETO,pareto-network,1349
MTN,MedicalChain,medicalchain,1389
MXX,Multiplier,multiplier,1361
LINKA,LINKA,linka,1351
DOKI,Doki Doki Finance,doki-doki-finance,1337
SSC,SelfSell,selfsell,1352
ORCA,ORCA,orca,1354
TIOX,Trade Token X,trade-token-x,1297
COLX,ColossusCoinXT,colossuscoinxt,1045
SNET,Snetwork,snetwork,1360
XTRI,Triton,triton,1357
XPM,Primecoin,primecoin,1355
CLO,Callisto,callisto-network,1370
XSR2,Xensor,xensor,1359
WCT,Waves Community Token,waves-community-token,
QUN,QunQun,qunqun,1363
SDT4,Stake DAO,stake-dao,1394
OST,Simple Token,simple-token,1372
PHR,Phore,phore,1365
DPT2,Diamond Network Coin,diamond-platform-token,1371
CPC,Capricoin,capricoin,1288
XLT,Nexalt,nexalt,1373
LKR2,Polkalokr,polkalokr,1387
NTK,Neuromation,neurotoken,1202
SPHRI,Spherium,spherium,1367
FAIR2,FairGame,fairgame,1358
IDEA,IDEA Token,ideaology,1377
FLDC,FoldingCoin,foldingcoin,1378
MPAY,MenaPay,menapay,1573
BOX3,BOX Token,box-token,1376
SWIFT,Bitswift,bitswift,1393
SKB,Sakura Bloom,sakura-bloom,1323
XPC,eXPerience Chain,experience-chain,1381
DDD,Scry.info,scry.info,1382
EVR,Everus,everus,1362
QAC,Quasarcoin,quasarcoin,1416
VRC,VeriCoin,vericoin,1390
SPHR,Sphere,sphere,1364
MNTIS,MANTIS Coin,mantis-coin,1385
VIPS,Vipstar Coin,vipstar-coin,1384
DUCATO,Ducato Protocol Token,ducato-protocol-token,1383
XBC,Bitcoin Plus,bitcoin-plus,1386
BOT,Botcoin,botcoin,
CANN,CannabisCoin,cannabiscoin,1409
ZVC,ZVCHAIN,zvchain,1391
GCC,Global Cryptocurrency,thegcccoin,1392
NUTS,Squirrel Finance,squirrel-finance,1395
LEV,Lever Network,leverj,1431
TWINS,win.win,win-win,1400
